,,,,,,,,,,,,,,,,,,능력치,,,,,,,,,,,,,,,,,,전법,,,,,,개성,,,,,진형,,,,,,,,,,
114,하후연,6,남,162,184,0,219,1,25,,,허창,허창,미발견,없음,0,,92,91,55,61,79,건강,패도,안행강화,5,호걸남,호걸남,29,,,하후돈,,,1,묘재연전,급습,제사,화시,교란,,원시,질주,과감,저돌,직정,,1,1,,,1,1,,,,
115,하후은,313,남,180,194,0,208,1,25,,,허창,허창,미등장,없음,0,,61,66,50,45,70,건강,패도,삼령오신,2,보통남,보통남,0,,,하후은,,,1,제사,도발,,,,,교련,,,,,1,,,,,,,,,,
116,하후화,245,남,210,224,0,275,0,26,,,허창,허창,미등장,없음,0,,48,51,70,76,65,건강,명리,성벽확장,3,정중남,정중남,0,,,하후돈,하후연,,2,저지,고무,충차,,,,독려,,,,,,1,,,,,,,1,,
117,하후혜,246,남,208,222,0,244,0,26,,,허창,허창,미등장,없음,0,,50,44,75,73,68,건강,예교,병기강화,3,정중남,정중남,0,,,하후돈,하후연,,2,제사,저지,투석,,,,능리,,,,,,,1,,,,,,,1,
118,하후헌,1122,남,205,219,0,248,0,26,,,허창,허창,미등장,없음,0,,40,36,64,68,65,건강,명리,호적정비,2,보통남,보통남,0,,,하후돈,,,3,저지,,,,,,공명,,,,,,,,,1,,,,,,
119,하후현,247,남,209,223,0,254,1,20,,,허창,허창,미등장,없음,0,,54,39,75,92,65,건강,왕도,지역진흥,5,정중남,정중남,0,,,하후돈,하후상,,3,혼란,고무,,,,,명성,교화,능리,인맥,학자,,,,,1,,,,,,
120,하후씨,735,여,188,200,0,243,0,30,,,허창,허창,미등장,없음,0,,14,6,52,60,63,건강,예교,본초학,2,보통녀,보통녀,0,,,하후돈,,,2,,,,,,,응원,,,,,,,,,,1,,,,,
121,하후유,1123,남,191,205,0,250,0,26,,,허창,허창,미등장,없음,0,,68,53,67,68,58,건강,패도,시설개발,2,보통남,보통남,0,,,하후돈,,,2,견제,업화,,,,,우유,,,,,,,,1,,1,,,,,
122,하후상,207,남,181,199,0,225,0,24,,,허창,허창,미등장,없음,0,,79,71,75,65,61,건강,할거,화계연구,4,위엄남,위엄남,0,,,하후돈,,,2,화시,견제,업화,충차,구축,,화공,자비,교련,위무,소침,,,1,,1,,,,1,,
123,하후덕,314,남,178,197,0,218,1,24,,,허창,허창,미등장,없음,0,,65,73,32,40,49,건강,패도,봉시강화,3,호걸남,호걸남,0,,,하후돈,,,2,돌격,매성,,,,,진화,격분,경망,,,,1,,,,,,,,,
124,하후돈,7,남,156,184,0,220,0,25,,,허창,허창,미발견,없음,0,,89,90,60,74,88,건강,패도,삼군강화,2,위엄남,위엄남,28,,,하후돈,,,1,호기충천,분전,경파,대갈,매성,,효장,구심,노발,주석,격분,1,1,,1,1,,,,,,
125,하후패,80,남,202,216,0,262,1,23,,,허창,허창,미등장,없음,0,,79,84,77,55,71,건강,패도,학익강화,4,용장남,용장남,0,,,하후돈,하후연,,2,돌격,경파,교란,저지,,,소탕,장구,과감,보좌,동요,1,1,,,1,,,,,,
126,하후무,278,남,201,215,0,259,0,19,,,허창,허창,미등장,없음,0,,20,7,5,21,2,건강,아도,공법개혁,1,거만남,거만남,0,,,하후돈,하후돈,,2,매성,,,,,,사역,낭비,단려,오만,탐욕,1,,,,,,1,,,,
127,하후란,876,남,168,202,0,219,1,30,,,허창,허창,미등장,없음,0,,59,68,44,65,57,건강,할거,방원강화,2,보통남,보통남,0,,,하후란,,,1,분전,저지,,,,,법률,감수,,,,,,,1,,,,,,,
128,하후영녀,780,여,207,221,0,257,0,20,,,허창,허창,미등장,없음,0,,19,10,71,62,73,건강,예교,정령철저,2,보통녀,보통녀,0,,,하후돈,,,3,진정,,,,,,소욕,,,,,,,,1,,,,,,,
129,하씨,580,여,150,184,184,189,1,81,하진,하진,낙양,낙양,일반,없음,99,,32,34,65,67,60,건강,명리,종횡술,1,요염녀,요염녀,0,,,하진,,,1,혼란,,,,,,징세,낭비,탐욕,오만,,,,1,,,,,,,,
130,가충,235,남,217,231,0,282,0,31,,,낙양,낙양,미등장,없음,0,,54,31,89,85,9,건강,명리,묵수연구,4,거만남,거만남,0,,,가규,가규,,2,저지,도발,매성,,,,봉살,지낭,능리,인맥,감수,,,,1,,,,,,1,
131,하식,619,남,230,245,0,284,0,114,,,오,오,미등장,없음,0,,15,24,26,27,33,건강,아도,성벽확장,1,교활남,교활남,0,,,하식,,,1,,,,,,,징세,공명,탐욕,,,,,1,,,,,,,,
132,하진,530,남,135,184,184,189,1,90,하진,하진,낙양,낙양,군주,없음,250,,40,39,6,41,71,건강,왕도,삼령오신,3,거만남,거만남,0,,,하진,,,1,격려,,,,,,사역,자비,경솔,우유,,1,,,,,,,,,,
133,가신,1124,남,171,199,0,220,0,29,,,낙양,낙양,미등장,없음,0,,68,69,51,45,42,건강,할거,봉시강화,2,보통남,보통남,0,,,가신,,,1,분전,저지,,,,,위무,,,,,,1,,,,,,,,,
134,하제,506,남,171,189,0,227,0,121,,,회계,회계,미등장,없음,0,,82,73,72,64,73,건강,패도,병기강화,4,호걸남,호걸남,0,,,하제,,,1,경파,투석,구축,강습,시람,,수전,숲전,앙양,친월,낭비,,1,,,,1,,,,1,
135,하증,148,남,199,216,0,278,0,30,,,허창,허창,미등장,없음,0,,35,23,70,78,55,건강,예교,지역순회,3,정중남,정중남,0,,,하증,,,1,혼란,매성,,,,,법률,낭비,탐욕,,,,,,1,,,,,,,
136,하종,1125,남,165,199,0,234,0,63,,,성도,성도,미등장,없음,0,,8,9,65,62,67,건강,예교,태학,2,정중남,정중남,0,,,하종,,,1,,,,,,,점술,,,,,,,,,,,,1,,,
137,하달,1126,남,194,208,0,233,1,121,,,회계,회계,미등장,없음,0,,66,67,38,27,43,건강,패도,수군육성,2,호걸남,호걸남,0,,,하제,하제,,2,격려,대갈,구축,,,,수전,공명,낭비,,,,1,,,,,,,,,
138,아단,813,남,186,210,0,259,0,49,,,천수,천수,미등장,없음,0,,60,54,69,51,40,건강,아도,안행강화,2,난폭남,난폭남,0,,,아단,,,1,격려,매성,,,,,강저,향도,,,,,,1,,,1,,,,,
139,하정,253,남,222,241,0,281,0,31,,,여강,여강,미등장,없음,0,,72,51,74,71,69,건강,명리,묵수연구,3,보통남,보통남,0,,,하정,,,1,저지,치료,,,,,문화,친선,소욕,,,,,1,,,1,,,,,
140,가범,315,남,202,221,0,237,1,136,,,양평,양평,미등장,없음,0,,60,62,73,62,62,건강,왕도,호적정비,3,보통남,보통남,0,,,가범,,,1,치료,진정,,,,,진흥,,,,,,,1,,,,,,,,
141,가비능,692,남,172,191,0,235,1,59,,,진양,진양,미등장,없음,0,,77,72,51,57,66,건강,패도,추행강화,3,정중남,정중남,0,,,가비능,,,1,화시,교란,,,,,선비,동원,향도,,,,1,,,,1,1,,,,
142,하묘,1127,남,143,184,184,189,1,81,하진,하진,낙양,낙양,일반,안북장군,95,,35,46,34,37,32,건강,명리,어린강화,1,교활남,교활남,0,,,하진,,,1,저지,,,,,,징세,낭비,오만,,,1,,,,,,,,,,
143,화만,783,여,209,223,0,239,0,60,,,운남,운남,미등장,없음,0,,63,70,32,26,59,건강,할거,장사강화,3,용감녀,용감녀,0,,,맹획,맹획,축융,2,분전,매성,,,,,남만,,,,,,1,,,,1,,,,,
144,화웅,8,남,155,184,0,190,1,1,,,천수,천수,미발견,없음,0,,83,92,58,40,57,건강,아도,어린강화,5,용장남,용장남,75,,,화웅,,,1,개수일촉,돌격,대갈,교란,,,소탕,맹자,호걸,저돌,격분,1,1,,,,,1,,,,
145,관이,468,남,219,233,0,263,1,75,,,낙양,낙양,미등장,없음,0,,50,62,44,48,59,건강,왕도,방원강화,2,정중남,정중남,0,,,관우,관흥,,3,연노,,,,,,모집,,,,,,,,1,,,,,,,
146,한윤,280,남,155,184,0,197,1,140,,,완,완,미발견,없음,0,,26,29,64,54,50,건강,명리,지역진흥,2,교활남,교활남,0,,,한윤,,,1,혼란,,,,,,동요,,,,,,,,,1,,,,,,
147,관우,2,남,162,184,184,219,1,75,유언,유언,계,계,일반,건무교위,100,,96,97,75,63,94,건강,왕도,삼군강화,2,관우,관우,14,,유비,관우,,,1,군신,돌격,경파,저지,도발,구축,신장,단기,영명,구심,주석,1,1,,,1,,,,1,,
148,환계,693,남,156,184,0,221,0,7,,,장사,장사,미발견,없음,0,,10,25,67,78,68,건강,명리,종횡술,3,정중남,정중남,0,,,환계,,,1,업화,구축,,,,,선동,논객,,,,,,,1,,,,,1,,
149,관해,255,남,160,184,184,193,1,7,장각,장각,소패,소패,태수,신상사,100,,70,80,10,5,25,건강,아도,봉시강화,3,난폭남,난폭남,0,,,관해,,,1,경파,대갈,,,,,호걸,강탈,적도,저돌,,,1,,,,,1,,,,
150,한기,1128,남,156,184,0,238,0,29,,,완,완,미발견,없음,0,,9,6,62,75,66,건강,예교,병기강화,3,정중남,정중남,0,,,한기,,,1,정란,투석,,,,,발명,,,,,,,,,,,,1,,1,
151,한기,1129,남,192,211,0,238,1,7,,,양평,양평,미등장,없음,0,,55,72,25,11,8,건강,아도,수군육성,3,난폭남,난폭남,0,,,한기,,,1,급습,구축,,,,,공명,탐욕,,,,1,,,,,,,,,,
152,관구검,172,남,202,220,0,255,1,39,,,낙양,낙양,미등장,없음,0,,78,74,55,56,53,건강,패도,군제개혁,4,위엄남,위엄남,0,,,관구흥,관구흥,,2,돌격,경파,업화,도발,정란,,독려,금강,농정,개수,소침,1,,,,1,,,1,,,
153,관구흥,1130,남,176,195,0,226,0,39,,,낙양,낙양,미등장,없음,0,,68,64,50,68,70,건강,왕도,시설개발,3,용장남,용장남,0,,,관구흥,,,1,분전,견제,매성,,,,축성,보좌,위무,친강,,1,,,,,1,,,,,
154,관구수,283,남,206,225,0,265,1,39,,,낙양,낙양,미등장,없음,0,,58,62,33,38,51,건강,할거,성벽확장,2,보통남,보통남,0,,,관구흥,관구흥,,2,연노,구축,,,,,모집,,,,,1,,,,,,,,,,
155,관구전,284,남,224,238,0,255,1,39,,,낙양,낙양,미등장,없음,0,,62,58,68,70,61,건강,할거,어린강화,3,보통남,보통남,0,,,관구흥,관구검,,3,격려,업화,,,,,운반,,,,,1,,,,,,,,,,
156,한거자,694,남,158,184,0,200,1,98,,,남피,남피,미발견,없음,0,,51,59,50,44,52,건강,아도,운반개발,1,보통남,보통남,0,,,한거자,,,1,교란,도발,,,,,동요,,,,,,,,1,,,,,,,
157,관은병,571,여,204,218,0,271,0,75,,,낙양,낙양,미등장,없음,0,,71,72,39,48,70,건강,왕도,어린강화,3,용감녀,용감녀,0,,,관우,관우,,2,분전,격려,견제,,,,숲전,혈로,친만,,,1,1,,,,1,,,,,
158,한현,52,남,163,184,0,208,1,9,,,낙양,낙양,미발견,없음,0,,22,33,7,4,1,건강,아도,묵수연구,1,교활남,교활남,0,,,한현,,,1,매성,,,,,,징세,저돌,동요,단려,난폭,1,1,,,,,,,,,
159,한호,316,남,164,184,0,218,1,27,,,낙양,낙양,미발견,없음,0,,69,71,68,87,64,건강,할거,병참개혁,4,정중남,정중남,0,,,한현,,,1,격려,견제,진정,구축,,,둔전,태연,규율,진화,농정,1,,,1,1,,,,,,
160,한형,1131,남,153,184,0,206,0,101,,,계,계,미발견,없음,0,,26,18,60,70,71,건강,예교,정령철저,3,정중남,정중남,0,,,한형,,,1,,,,,,,교화,소욕,,,,,,,,,1,,,,,
161,관흥,81,남,199,213,0,234,0,75,,,낙양,낙양,미등장,없음,0,,76,86,63,58,74,건강,왕도,안행강화,4,용장남,용장남,70,,,관우,관우,,2,용양용전,제사,격려,저지,,,원시,호걸,일심,,,1,1,1,,,,,,,,
162,관색,82,남,200,214,0,239,0,75,,,낙양,낙양,미등장,없음,0,,73,88,54,45,72,건강,아도,장사강화,4,난폭남,난폭남,0,,,관우,관우,,2,급습,대갈,교란,강습,,,숲전,과감,강건,저돌,,,1,,,,1,1,,,,
163,감씨,576,여,175,189,0,210,0,75,,,소패,소패,미등장,없음,0,,27,5,58,60,72,건강,예교,지역진흥,3,보통녀,보통녀,0,,,감씨,,,1,고무,,,,,,응원,,,,,,,,,1,,,,,,
164,환씨,1132,여,178,192,0,223,0,25,,,하비,하비,미등장,없음,0,,10,7,65,54,66,건강,예교,본초학,2,현명녀,현명녀,0,,,환씨,,,1,,,,,,,소욕,,,,,,,,,,,,,,1,
165,관승,1133,남,158,184,184,207,1,118,장각,장각,평원,평원,일반,소방거수,97,,63,71,24,16,25,건강,아도,수군육성,3,난폭남,난폭남,0,,,관승,,,1,급습,강습,,,,,수전,적도,,,,,,1,,,,,,,,
166,한수,83,남,142,184,184,215,1,48,마등,마등,무위,무위,일반,건무교위,99,,82,72,77,63,78,건강,아도,화계연구,4,거만남,거만남,0,,한수,한수,,,1,반전필살,급습,견제,혼란,도발,,지리,질주,불굴,선동,탐욕,1,1,,,,1,1,,,,
167,한숭,250,남,154,184,0,210,0,40,,,양양,양양,미발견,없음,0,,25,15,70,75,60,건강,예교,종횡술,3,정중남,정중남,0,,,한숭,,,1,혼란,진정,충차,,,,석병,인맥,,,,,,1,,,,,,1,,
168,관정,646,남,158,184,184,199,1,65,공손찬,공손찬,북평,북평,일반,공조,100,,36,52,72,63,41,건강,명리,지세연구,3,교활남,교활남,0,,,관정,,,1,업화,매성,,,,,신중,징세,감수,소심,,,,,1,,,,,,,
169,한섬,317,남,159,184,184,197,1,8,장각,장각,평원,평원,일반,방두좨주,100,,69,66,35,18,49,건강,아도,운반개발,2,난폭남,난폭남,0,,,한섬,,,1,분전,화시,,,,,강탈,적도,공명,탐욕,,,1,,,,,,,,,
170,한종,1134,남,201,220,0,252,1,45,,,북평,북평,미등장,없음,0,,64,75,28,21,15,건강,아도,침략황폐,3,난폭남,난폭남,0,,,한당,한당,,2,교란,구축,강습,,,,동원,공명,난폭,,,,1,,,,,,,,,
171,감택,173,남,182,201,0,243,0,127,,,회계,회계,미등장,없음,0,,43,49,83,86,73,건강,예교,종횡술,4,책사남,책사남,0,,,감택,,,1,업화,도발,치료,정란,구축,,안목,논객,학자,특사,소욕,,,1,,,,,1,,1,
172,한단순,1135,남,132,184,0,222,0,25,,,허창,허창,미발견,없음,0,,5,3,66,52,64,건강,예교,태학,2,정중남,정중남,0,,,한단순,,,1,,,,,,,문화,학자,,,,,,,,,,,,1,,
173,한충,524,남,151,184,184,184,1,7,장각,장량,무관,무관,태수,대방거수,98,,64,67,18,12,18,건강,아도,어린강화,2,보통남,보통남,0,,,한충,,,1,철벽,,,,,,적도,소침,,,,1,,,,,,,,,,
174,한충,1136,남,170,189,0,213,0,138,,,양평,양평,미등장,없음,0,,35,24,53,64,49,건강,명리,종횡술,2,교활남,교활남,0,,,한충,,,1,,,,,,,친오,,,,,,,,,1,,,,,,
175,관통,504,남,218,232,0,259,0,75,,,낙양,낙양,미등장,없음,0,,63,60,61,62,72,건강,왕도,삼령오신,3,용장남,용장남,0,,,관우,관흥,,3,제사,고무,,,,,교련,,,,,,,1,,,,,,,,
176,한당,153,남,156,184,184,225,0,126,손견,손견,하비,하비,일반,파적교위,120,,76,85,59,51,68,건강,할거,추행강화,4,보통남,보통남,0,,,한당,,,1,돌격,경파,구축,강습,,,수전,위무,강건,진화,저돌,,1,,,,,1,,,,
177,관통,888,남,161,184,0,205,1,110,,,북해,북해,미발견,없음,0,,64,68,32,25,53,건강,왕도,방원강화,2,보통남,보통남,0,,,관통,,,1,철벽,교란,,,,,불굴,,,,,,,,1,,,,,,,
178,한덕,636,남,171,199,0,228,1,19,,,안정,안정,미등장,없음,0,,62,77,24,15,52,건강,할거,추행강화,3,호걸남,호걸남,0,,,한덕,,,1,경파,,,,,,동원,향도,친강,공명,,,,,,,1,1,,,,
179,감녕,17,남,174,193,0,222,1,129,,,완,완,미등장,없음,0,,87,94,76,18,55,건강,아도,침략황폐,5,난폭남,난폭남,51,,,감녕,,,1,금범강습,제사,교란,투석,구축,강습,위풍,수전,담력,과감,난폭,,1,,,,1,1,,,1,
180,환범,319,남,199,218,0,249,1,21,,,소패,소패,미등장,없음,0,,20,11,80,73,55,건강,명리,운반개발,4,정중남,정중남,0,,,환범,,,1,업화,혼란,진정,,,,감지,운반,지낭,공명,,,,,,1,,,1,,,
181,한범,1137,남,168,192,0,206,0,86,,,북평,북평,미등장,없음,0,,48,52,59,52,50,건강,아도,학익강화,1,교활남,교활남,0,,,한범,,,1,철벽,,,,,,소심,우유,,,,,,,,1,,,,,,
182,한복,53,남,149,184,184,192,0,93,하진,노식,업,업,일반,치중종사,99,,18,3,27,63,59,건강,예교,호적정비,2,정중남,정중남,0,,,한복,,,1,,,,,,,소심,우유,,,,,,,1,,,,,,,
183,관평,18,남,186,200,0,219,1,75,,,낙양,낙양,미등장,없음,0,,77,82,68,60,76,건강,왕도,학익강화,4,용장남,용장남,68,,,관우,관우,,2,충요의열,경파,견제,구축,,,일심,불굴,보좌,교련,,1,1,,,1,,,,,,
184,한맹,825,남,160,184,0,200,0,90,,,남피,남피,미발견,없음,0,,55,65,43,40,41,건강,아도,추행강화,2,보통남,보통남,0,,,한맹,,,1,분전,도발,,,,,운반,공명,,,,,,,,,1,1,,,,
185,간옹,174,남,164,184,184,225,0,73,유언,유언,계,계,일반,없음,100,,22,33,70,71,74,건강,명리,종횡술,3,보통남,보통남,0,,,간옹,,,1,매성,충차,,,,,논객,특사,,,,,,1,,,,,,1,,
186,안량,10,남,160,184,0,200,1,102,,,남피,남피,미발견,없음,0,,86,93,40,32,51,건강,아도,어린강화,5,호걸남,호걸남,79,,,안량,,,1,질풍노도,분전,대갈,교란,매성,,위풍,호걸,과감,저돌,격분,1,1,,,,,1,,,,
187,환린,1138,남,173,192,0,226,1,139,,,교지,교지,미등장,없음,0,,34,23,64,66,58,건강,예교,호적정비,2,보통남,보통남,0,,,환린,,,1,진정,구축,,,,,능리,향도,,,,,,,,,1,,,,,
188,위월,898,남,165,189,0,198,1,149,,,진양,진양,미등장,없음,0,,66,77,34,20,32,건강,아도,장사강화,3,용장남,용장남,0,,,위월,,,1,돌격,경파,,,,,산전,분쇄,저돌,,,,1,,,,1,,,,,
189,위연,15,남,175,194,0,234,1,80,,,신야,신야,미등장,없음,0,,84,92,69,46,39,건강,아도,공법개혁,5,호걸남,호걸남,67,,,위연,,,1,반골인,경파,견제,교란,도발,,소탕,호걸,노발,공명,격분,1,1,,,,1,,,,,
190,국연,1139,남,174,193,0,221,1,59,,,무위,무위,미등장,없음,0,,68,69,50,25,37,건강,아도,침략황폐,2,호걸남,호걸남,0,,,국연,,,1,급습,화시,,,,,강탈,친강,적도,공명,,,,,,,1,1,,,,
191,국의,259,남,146,184,0,191,1,99,,,북평,북평,미발견,없음,0,,82,78,50,19,27,건강,아도,안행강화,4,호걸남,호걸남,0,,,국의,,,1,돌격,제사,매성,,,,원시,앙양,친강,저돌,탐욕,,1,1,,,,1,,,,
192,희지재,493,남,157,184,0,194,0,22,,,허창,허창,미발견,없음,0,,33,7,85,73,55,건강,패도,지세연구,4,책사남,책사남,0,,,희지재,,,1,혼란,진정,정란,,,,책사,허약,,,,,,,1,,,,1,,,
193,위속,322,남,156,184,184,200,1,147,정원,정원,진양,진양,일반,분무교위,99,,67,78,31,32,40,건강,할거,운반개발,3,보통남,보통남,0,,,위속,,,1,급습,교란,,,,,교련,,,,,,1,,,,,,,,,
194,위막,621,남,221,240,0,268,0,129,,,건업,건업,미등장,없음,0,,57,62,59,54,65,건강,왕도,묵수연구,2,보통남,보통남,0,,,위막,,,1,분전,혼란,,,,,신중,,,,,1,,,,,,,,,,
195,위풍,788,남,182,201,0,219,1,37,,,소패,소패,미등장,없음,0,,52,23,71,69,75,건강,명리,종횡술,3,거만남,거만남,0,,,위풍,,,1,혼란,도발,투석,,,,선동,교사,명성,인맥,오만,,,,,1,,,,,1,
196,위유,507,남,151,184,0,193,0,96,,,북평,북평,미발견,없음,0,,45,28,73,73,68,건강,예교,병기강화,3,정중남,정중남,0,,,위유,,,1,업화,고무,정란,,,,신중,보좌,교화,,,,,,1,,,,1,,,
197,우금,154,남,173,201,0,240,0,27,,,완,완,미등장,없음,0,,72,79,40,38,42,건강,아도,어린강화,3,난폭남,난폭남,0,,,우금,,,1,분전,교란,매성,,,,불굴,저돌,경솔,,,1,1,,,,,,,,,
198,구건,622,남,239,253,0,272,0,33,,,복양,복양,미등장,없음,0,,40,52,65,52,55,건강,왕도,안행강화,2,정중남,정중남,0,,,구건,,,1,저지,도발,,,,,침착,감지,,,,,,1,,,,,,,,
199,우보,494,남,159,184,184,192,1,1,동탁,동탁,천수,천수,일반,아문장군,120,,41,60,18,21,37,건강,아도,삼령오신,2,교활남,교활남,0,,,동탁,동탁,,2,경파,,,,,,소심,경솔,나약,,,,,1,,,,,,,,
200,구본,326,남,232,251,0,269,0,41,,,안정,안정,미등장,없음,0,,50,41,67,54,53,건강,명리,안행강화,2,책사남,책사남,0,,,구본,,,1,화시,도발,,,,,언독,,,,,,,1,,,,,,,,
201,구력거,695,남,152,184,0,193,0,91,,,북평,북평,재야,없음,0,,80,69,56,52,60,건강,패도,장사강화,4,위엄남,위엄남,0,,,구력거,,,1,돌격,견제,고무,,,,오환,동원,향도,,,,,1,,,1,1,,,,
202,계옹,789,남,170,184,0,192,1,67,,,남피,남피,미발견,없음,0,,63,52,41,40,58,건강,할거,추행강화,2,교활남,교활남,0,,,계옹,,,1,,,,,,,공명,,,,,,,,,,,1,,,,
203,강유,84,남,202,225,0,264,1,73,,,천수,천수,미등장,없음,0,,91,89,90,67,80,건강,패도,군제개혁,5,위엄남,위엄남,66,,,강유,,,1,기염만장,급습,연노,견제,업화,,묘산,석병,담력,일심,감지,1,1,,,1,1,,,,,
204,공지,321,남,178,197,0,242,0,83,,,무릉,무릉,미등장,없음,0,,44,53,61,64,48,건강,명리,종횡술,2,책사남,책사남,0,,,공지,,,1,연노,매성,,,,,소심,,,,,,,1,,,,,,,,
205,강서,1140,남,177,196,0,232,0,21,,,천수,천수,미등장,없음,0,,41,35,56,47,65,건강,왕도,지세연구,2,보통남,보통남,0,,,강서,,,1,업화,저지,,,,,소심,,,,,,,,1,,,,,,,
206,교유,318,남,143,184,0,195,1,137,,,완,완,미발견,없음,0,,65,69,38,41,55,건강,명리,시설개발,2,정중남,정중남,0,,,교유,,,1,분전,격려,업화,,,,교련,,,,,1,,,,,,,,,,
207,강단,696,남,168,184,0,237,0,60,,,한중,한중,미발견,없음,0,,60,77,26,43,41,건강,할거,추행강화,3,난폭남,난폭남,0,,,강단,,,1,분전,교란,,,,,강저,저돌,난폭,,,,1,,,,,1,,,,
208,공도,256,남,164,184,184,200,1,74,장각,장각,복양,복양,일반,소방거수,99,,57,70,23,22,37,건강,아도,지역순회,3,난폭남,난폭남,0,,,공도,,,1,제사,매성,,,,,운반,적도,,,,,,,,,1,,,,,
209,교모,54,남,150,184,184,190,1,98,하진,하진,호뢰관,호뢰관,태수,부조종사,98,,56,45,69,70,73,건강,명리,삼령오신,3,보통남,보통남,0,,,교모,,,2,업화,혼란,매성,,,,선동,낭비,,,,,,,,1,,,,,,
210,허의,469,남,213,227,0,263,1,23,,,허창,허창,미등장,없음,0,,51,74,15,16,47,건강,할거,공법개혁,3,보통남,보통남,0,,,허저,허저,,2,철벽,,,,,,개수,,,,,1,,,,,,,,,,
211,허공,465,남,155,184,0,200,1,139,,,오,오,미발견,없음,0,,44,65,63,63,55,건강,아도,삼령오신,2,교활남,교활남,0,,,허공,,,1,저지,도발,,,,,소심,나약,,,,,,1,,,,,,,,
